State No,County No,FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER
1,1,42385,22992,65377,1,1,265038,"$15,607 ","$34,618 ",1192.00,223.29,.75,.03,.22,.496,.504,128,25110,.09,10.40,5.00,80600,22627,94724,46933,20154,1,.25,67087,189448
1,2,2015,1852,3867,1,1,13617,"$13,740 ","$23,114 ",722.80,18.81,.59,.00,.40,.491,.509,22,2427,.18,24.80,7.00,4285,1861,4092,2114,1265,2,.40,3379,8184
1,3,51959,48406,100365,1,1,391511,"$24,187 ","$44,874 ",803.20,490.34,.85,.06,.09,.488,.512,180,58252,.15,5.90,3.00,111243,29574,150740,70783,29171,1,.15,99954,301480
1,4,957,856,1813,1,1,5345,"$12,816 ","$27,359 ",1349.40,3.99,.74,.00,.26,.510,.490,14,1151,.21,16.90,5.00,1647,229,1670,1178,621,2,.26,1799,3340
1,5,942,1129,2071,0,1,4556,"$19,017 ","$23,054 ",2555.90,1.77,.93,.00,.07,.495,.505,23,982,.22,19.00,1.00,1192,220,1231,973,940,2,.07,1913,2462
1,6,905,646,1551,1,1,5048,"$13,742 ","$22,325 ",1514.00,3.32,.71,.01,.28,.520,.480,14,797,.16,20.40,3.00,1401,221,1346,1127,953,2,.29,2080,2692
1,7,40479,39515,79994,1,1,225339,"$21,782 ","$43,782 ",742.50,304.50,.90,.01,.10,.501,.499,152,33182,.15,11.00,4.00,55588,29072,86366,37104,17209,1,.11,54313,172732
1,8,2678,1826,4504,1,1,12684,"$13,116 ","$25,439 ",1013.50,12.52,.88,.02,.11,.536,.464,29,2446,.19,14.30,6.00,3032,926,3935,2703,2088,2,.13,4791,7870
1,9,490,422,912,1,1,2397,"$19,356 ","$30,053 ",1781.50,1.34,.96,.00,.04,.509,.491,11,495,.21,11.60,1.00,775,121,742,383,376,2,.04,759,1484
1,10,1923,1140,3063,1,1,7619,"$17,826 ","$41,111 ",395.50,19.29,.96,.00,.04,.519,.481,10,324,.04,9.50,3.00,2058,340,3119,1558,544,2,.04,2102,6238
1,11,1063,1343,2406,0,1,7453,"$9,534 ","$17,155 ",1287.30,5.80,.39,.00,.61,.497,.503,19,154,.02,33.90,11.00,2694,434,1918,1364,1043,2,.61,2407,3836
1,12,624,404,1028,1,1,3190,"$11,705 ","$15,127 ",1227.00,2.59,.22,.00,.78,.500,.500,2,9,.00,34.60,10.00,945,214,827,685,519,2,.78,1204,1654
1,13,758,468,1226,1,1,3946,"$11,946 ","$18,345 ",789.00,4.98,.68,.06,.25,.624,.376,8,454,.12,23.80,3.00,859,325,1495,692,575,2,.31,1267,2990
1,14,565,403,968,1,1,1926,"$14,913 ","$23,919 ",738.90,2.63,.96,.00,.05,.501,.499,6,306,.16,18.40,4.00,538,49,540,515,284,2,.05,799,1080
1,15,3645,3918,7563,0,1,20980,"$12,769 ","$22,197 ",1142.20,18.43,.90,.00,.10,.493,.507,52,4045,.19,17.80,6.00,5393,999,5304,4593,4691,2,.10,9284,10608
1,16,72984,57335,130319,1,1,467610,"$23,200 ","$32,038 ",153.30,3046.53,.61,.12,.26,.487,.513,323,83631,.18,17.10,5.00,108209,40550,173309,80737,64805,1,.38,145542,346618
1,17,322,320,642,1,1,1504,"$14,205 ","$24,671 ",1067.00,1.41,.94,.00,.06,.508,.492,7,378,.25,14.50,4.00,431,79,423,351,220,2,.06,571,846
1,18,11519,8261,19780,1,1,60391,"$24,740 ","$54,244 ",840.20,73.32,.95,.01,.04,.502,.498,42,5784,.09,3.20,3.00,19411,2706,25338,10412,2524,1,.05,12936,50676
1,19,3006,2064,5070,1,1,21928,"$21,966 ","$41,183 ",1688.00,13.16,.86,.00,.14,.527,.473,25,1179,.05,7.50,3.00,5825,1965,10768,2668,702,2,.14,3370,21536
1,20,2179,1205,3384,1,1,9646,"$17,331 ","$33,932 ",1850.90,5.27,.81,.07,.12,.501,.499,11,880,.09,10.40,4.00,3083,399,3627,1800,737,2,.19,2537,7254
1,21,58502,38892,97394,1,1,397014,"$17,028 ","$38,193 ",2126.70,186.81,.96,.01,.03,.502,.498,259,68222,.17,6.90,7.00,115224,42457,141834,65825,31674,1,.04,97499,283668
1,22,6805,3683,10488,1,1,32273,"$12,297 ","$24,350 ",1533.00,21.03,.88,.03,.10,.519,.481,46,6488,.20,16.10,6.00,7676,2057,9946,6532,6062,2,.13,12594,19892
1,23,4646,3744,8390,1,1,29974,"$16,653 ","$32,377 ",2947.50,10.29,.93,.00,.07,.509,.491,43,3473,.11,9.30,4.00,8678,2132,11138,5046,2980,2,.07,8026,22276
1,24,999,461,1460,1,1,3070,"$15,505 ","$36,218 ",149.90,20.50,.95,.01,.05,.529,.471,3,185,.06,10.60,2.00,771,109,1361,609,220,2,.06,829,2722
1,25,2350,1440,3790,1,1,7966,"$16,831 ","$34,072 ",1849.80,4.33,.96,.00,.04,.531,.469,20,620,.08,9.30,3.00,2112,573,3237,1433,611,2,.04,2044,6474
1,26,1732,1498,3230,1,1,10273,"$13,424 ","$29,533 ",3239.20,3.18,.95,.01,.05,.530,.470,12,800,.08,16.20,7.00,2438,2106,3577,1495,657,2,.06,2152,7154
1,27,236,177,413,1,1,467,"$17,859 ","$30,125 ",1117.80,.42,.99,.00,.01,.527,.473,4,91,.19,13.90,2.00,87,21,176,124,59,2,.01,183,352
1,28,1320,618,1938,1,1,6009,"$11,262 ","$18,955 ",1590.90,3.76,.58,.00,.41,.487,.513,16,735,.12,25.70,7.00,1623,290,1506,1328,1262,2,.41,2590,3012
1,29,431,269,700,1,1,1605,"$13,888 ","$23,239 ",1613.30,.99,.91,.00,.09,.533,.467,3,71,.04,10.00,2.00,429,108,519,377,172,2,.09,549,1038
1,30,86173,64270,150443,1,1,438430,"$20,986 ","$44,679 ",772.20,569.43,.90,.01,.09,.493,.507,213,43287,.10,5.80,3.00,121829,31229,164166,85812,35394,1,.10,121206,328332
1,31,472,413,885,1,1,1688,"$23,888 ","$26,779 ",1771.10,.95,.96,.00,.04,.488,.512,6,444,.26,13.80,2.00,501,61,474,320,332,2,.04,652,948
1,32,1552,1464,3016,1,1,7140,"$19,894 ","$27,648 ",2161.00,3.29,.93,.00,.07,.495,.505,27,2756,.39,15.20,1.00,2169,342,2040,1434,1155,2,.07,2589,4080
1,33,1063,631,1694,1,1,6007,"$14,419 ","$30,788 ",376.90,15.98,.84,.00,.16,.516,.484,11,444,.07,15.70,6.00,1788,1001,1873,956,330,2,.16,1286,3746
1,34,5386,4210,9596,1,1,32284,"$15,922 ","$28,950 ",1692.10,19.18,.75,.00,.25,.504,.496,46,4225,.13,12.30,5.00,8859,4027,10683,5495,3220,2,.25,8715,21366
1,35,30302,30300,60602,1,1,186136,"$17,274 ","$36,931 ",2601.40,71.90,.91,.01,.09,.495,.505,136,28260,.15,12.00,4.00,50174,23426,64919,29760,17857,1,.10,47617,129838
1,36,2405,1348,3753,1,1,13765,"$11,986 ","$20,844 ",4773.00,2.88,.55,.00,.45,.487,.513,35,1177,.09,26.20,8.00,3725,983,3537,2792,2728,2,.45,5520,7074
1,37,1023,776,1799,1,1,4529,"$16,445 ","$24,173 ",2586.30,1.75,.97,.00,.03,.490,.510,23,1322,.29,17.90,2.00,1249,208,1244,946,882,2,.03,1828,2488
1,38,4102,2533,6635,1,1,17567,"$17,449 ","$26,436 ",1838.60,9.52,.92,.00,.08,.488,.512,36,4689,.27,14.90,3.00,4984,1247,5075,3517,2744,2,.08,6261,10150
1,39,15416,15418,30834,0,1,93145,"$15,280 ","$27,637 ",3327.90,28.17,.90,.00,.09,.485,.515,102,14847,.16,15.10,5.00,26363,6834,28512,17985,13451,1,.09,31436,57024
1,40,264,160,424,1,1,558,"$16,199 ","$22,232 ",875.80,.63,.95,.00,.05,.514,.486,4,134,.24,13.10,6.00,129,16,191,138,84,2,.05,222,382
1,41,1886,1320,3206,1,1,11357,"$15,712 ","$35,577 ",4742.50,2.40,.93,.00,.07,.506,.494,19,2046,.18,11.10,5.00,3835,627,3945,2031,919,2,.07,2950,7890
1,42,2363,2534,4897,0,1,18672,"$13,673 ","$25,825 ",2036.90,9.19,.80,.00,.20,.487,.513,38,3092,.17,20.20,7.00,6093,1077,5521,3667,2314,2,.20,5981,11042
1,43,4110,3978,8088,1,1,24423,"$14,268 ","$26,804 ",2240.70,10.92,.88,.00,.12,.488,.512,41,4890,.20,14.20,6.00,7002,1221,6908,5295,3997,2,.12,9292,13816
1,44,3832,2779,6611,1,1,21939,"$16,381 ","$27,463 ",1285.50,17.06,.81,.00,.19,.490,.510,41,6934,.32,16.00,4.00,6766,1448,6400,4002,3323,2,.19,7325,12800
1,45,3060,2046,5106,1,1,20185,"$13,600 ","$22,239 ",1262.90,15.93,.63,.01,.37,.482,.518,52,4988,.25,23.90,7.00,6152,1259,5390,3935,3449,2,.38,7384,10780
1,46,529,603,1132,0,1,2295,"$17,066 ","$30,669 ",542.10,4.25,.95,.00,.05,.505,.495,6,293,.13,9.60,9.00,590,79,725,602,299,2,.05,901,1450
1,47,1728,877,2605,1,1,7174,"$16,961 ","$35,491 ",2200.80,3.28,.96,.01,.04,.512,.488,7,462,.06,9.40,3.00,2030,225,2862,1531,526,2,.05,2057,5724
1,48,976,954,1930,1,1,4189,"$19,021 ","$26,051 ",687.70,6.09,.96,.00,.04,.472,.528,16,1884,.45,14.10,1.00,1141,187,1099,883,879,2,.04,1762,2198
1,49,1820,2017,3837,0,1,12661,"$31,633 ","$52,976 ",970.20,13.11,.94,.00,.05,.525,.475,8,370,.03,6.30,5.00,2208,1051,6434,2411,557,2,.05,2968,12868
1,50,2280,1731,4011,1,1,13347,"$15,333 ","$23,931 ",1640.50,8.12,.76,.00,.24,.488,.512,38,4086,.31,21.00,5.00,4375,930,3914,2430,1698,2,.24,4128,7828
1,51,26991,14514,41505,1,1,123051,"$14,180 ","$25,784 ",2388.80,51.51,.61,.02,.37,.484,.516,121,16603,.13,20.20,7.00,34270,9550,36243,24311,18677,1,.39,42988,72486
1,52,1076,890,1966,1,1,5972,"$15,118 ","$34,122 ",3221.20,1.87,.95,.00,.05,.508,.492,17,895,.15,13.60,4.00,1889,449,1922,1143,569,2,.05,1712,3844
1,53,1807,1724,3531,1,1,10770,"$15,326 ","$21,370 ",912.60,11.77,.59,.00,.41,.494,.506,28,2200,.20,23.80,9.00,3417,654,3040,2095,1564,2,.41,3659,6080
1,54,2560,2240,4800,1,1,14088,"$21,073 ","$37,050 ",2361.80,6.02,.97,.00,.03,.535,.465,19,1268,.09,9.80,4.00,3727,1242,6269,2042,808,2,.03,2850,12538
1,55,839,726,1565,1,1,4619,"$11,887 ","$23,569 ",3168.70,1.46,.51,.00,.49,.513,.487,11,637,.14,30.60,11.00,1524,307,1414,799,575,2,.49,1374,2828
1,56,201,145,346,1,1,745,"$16,235 ","$28,906 ",387.50,1.93,.83,.00,.17,.557,.443,4,42,.06,12.90,7.00,233,41,293,130,48,2,.17,178,586
1,57,821,650,1471,1,1,3653,"$18,452 ","$32,708 ",1286.50,2.89,.96,.00,.03,.530,.470,6,300,.08,11.40,5.00,856,283,1793,563,158,2,.03,721,3586
1,58,690,511,1201,1,1,2690,"$17,723 ","$23,569 ",548.30,4.88,.90,.00,.10,.487,.513,11,1009,.38,11.50,1.00,691,96,701,582,620,2,.10,1202,1402
1,59,2430,1739,4169,1,1,12881,"$21,645 ","$41,450 ",608.20,21.48,.96,.00,.04,.544,.456,11,900,.07,7.80,3.00,2759,1509,6678,1635,300,2,.04,1935,13356
1,60,3301,1384,4685,1,1,12468,"$16,802 ","$35,370 ",557.10,22.51,.96,.00,.04,.508,.492,13,1227,.10,10.10,4.00,3737,493,4891,2445,902,2,.04,3347,9782
1,61,1249,851,2100,1,1,4812,"$19,756 ","$24,351 ",2521.20,1.89,.97,.00,.03,.500,.500,17,1380,.29,15.70,2.00,1347,234,1321,1061,849,2,.03,1910,2642
1,62,21442,15141,36583,1,1,131821,"$15,353 ","$30,800 ",3992.80,33.06,.77,.00,.22,.494,.506,139,21105,.16,15.40,5.00,39338,15067,41829,22133,13454,1,.22,35587,83658
1,63,1952,1832,3784,1,1,8954,"$22,370 ","$26,465 ",2366.10,3.77,.96,.00,.04,.489,.511,27,2665,.30,13.30,2.00,2697,434,2511,1807,1505,2,.04,3312,5022
2,1,10623,4884,15507,1,1,57539,"$15,494 ","$22,711 ",655.30,87.81,.79,.20,.01,.476,.525,58,7947,.14,24.80,7.80,17750,5248,15814,11798,6929,1,.21,18727,31628
2,2,3442,1595,5037,1,1,23997,"$13,530 ","$23,365 ",764.60,31.39,.69,.25,.06,.564,.448,46,7020,.33,26.20,8.50,6082,2112,8006,5047,2750,2,.31,7797,16012
2,3,11931,5929,17860,1,1,67648,"$20,778 ","$37,334 ",291.60,231.99,.73,.25,.02,.491,.511,40,9478,.16,14.50,6.70,21132,6857,21483,12922,5254,1,.27,18176,42966
2,4,2510,1182,3692,1,1,22683,"$15,726 ","$26,381 ",338.70,66.97,.64,.35,.02,.485,.517,17,3565,.16,22.00,7.40,6963,2319,6451,4446,2504,2,.36,6950,12902
2,5,4069,1971,6040,1,1,40512,"$14,369 ","$20,252 ",832.50,48.66,.68,.30,.02,.493,.511,57,6600,.17,30.10,9.40,11315,3802,11250,8379,5766,2,.32,14145,22500
2,6,3949,1364,5313,1,1,31628,"$16,270 ","$29,618 ",1160.20,27.26,.81,.16,.02,.504,.499,58,13080,.43,16.30,8.00,8899,3005,9395,6730,3599,2,.19,10329,18790
2,7,2069,821,2890,1,1,15905,"$15,458 ","$21,503 ",810.70,19.62,.53,.46,.01,.477,.525,42,9165,.57,24.90,11.20,4335,1420,3904,3464,2782,2,.47,6246,7808
2,8,9766,5021,14787,1,1,91958,"$19,512 ","$33,216 ",838.50,109.67,.74,.22,.04,.483,.520,82,33600,.39,13.90,6.60,25708,9096,28439,19243,9472,1,.26,28715,56878
2,9,33673,18802,52475,1,1,244572,"$21,607 ","$28,713 ",882.10,277.26,.56,.42,.02,.466,.536,212,112985,.46,22.60,7.00,67367,22664,70160,50826,33555,1,.44,84381,140320
2,10,37722,9442,47164,1,1,178175,"$19,906 ","$31,618 ",1071.20,166.33,.74,.25,.02,.485,.517,150,52611,.31,16.50,6.20,50015,17344,52673,37867,20276,1,.26,58143,105346
2,11,1757,752,2509,1,1,10188,"$15,614 ","$22,808 ",529.50,19.24,.78,.20,.02,.488,.513,27,4719,.48,21.30,10.60,2864,882,2705,2291,1446,2,.22,3737,5410
2,12,1289,386,1675,1,1,8723,"$16,010 ","$30,649 ",1313.00,6.64,.92,.06,.02,.519,.522,17,1454,.16,14.10,6.00,2532,753,2544,1885,1009,2,.08,2894,5088
2,13,1295,824,2119,1,1,11109,"$15,311 ","$20,376 ",703.70,15.79,.71,.28,.01,.484,.516,35,5309,.48,29.00,11.70,3256,955,2974,2407,1517,2,.29,3924,5948
2,14,2065,888,2953,1,1,17059,"$14,844 ","$21,704 ",754.70,22.60,.51,.49,.00,.510,.491,42,8632,.50,27.50,10.00,4224,1657,4686,3591,2901,2,.49,6492,9372
2,15,2328,1649,3977,1,1,20810,"$15,622 ","$21,779 ",696.40,29.88,.61,.38,.01,.473,.530,40,9353,.45,27.80,12.60,6109,1834,5473,4640,2754,2,.39,7394,10946
2,16,2501,1709,4210,1,1,24779,"$17,323 ","$22,574 ",877.30,28.24,.52,.47,.02,.476,.528,64,11762,.46,25.20,10.00,7124,2303,6691,5089,3572,2,.48,8661,13382
2,17,70150,35620,105770,1,1,395189,"$22,892 ","$33,814 ",455.70,867.21,.60,.37,.03,.479,.523,214,115402,.30,17.50,5.30,104951,53038,124277,73955,38968,1,.40,112923,248554
2,18,944,425,1369,1,1,9103,"$14,099 ","$14,340 ",421.50,21.60,.32,.66,.01,.469,.535,21,5227,.54,48.60,17.30,3167,904,2087,1738,1207,2,.68,2945,4174
2,19,3251,1715,4966,1,1,20820,"$16,308 ","$25,776 ",453.40,45.92,.49,.50,.01,.532,.473,29,8219,.43,22.80,7.70,5908,2109,6627,4028,2148,2,.51,6176,13254
2,20,4388,2354,6742,1,1,34121,"$14,655 ","$20,868 ",664.30,51.36,.71,.28,.01,.481,.521,34,5625,.17,29.50,6.90,10464,3150,8868,7173,4466,2,.29,11639,17736
2,21,3251,2182,5433,1,1,22062,"$14,735 ","$19,724 ",623.40,35.39,.66,.33,.01,.473,.529,54,13031,.58,31.20,10.40,6590,2035,5466,4640,3331,2,.34,7971,10932
2,22,1956,1139,3095,1,1,18584,"$14,071 ","$24,055 ",645.10,28.81,.83,.16,.02,.483,.518,48,8327,.48,21.70,10.60,5419,1671,5179,4008,2307,2,.17,6315,10358
2,23,7773,3304,11077,1,1,71548,"$17,794 ","$26,672 ",575.20,124.39,.65,.32,.03,.485,.521,39,10447,.15,21.60,6.20,22362,7083,20502,13922,7679,2,.35,21601,41004
2,24,3909,2171,6080,1,1,31052,"$17,798 ","$25,851 ",618.70,50.19,.49,.49,.02,.487,.516,35,5758,.19,24.50,9.40,8839,3329,9503,5998,3383,2,.51,9381,19006
2,25,2402,910,3312,1,1,15597,"$16,498 ","$25,035 ",570.00,27.36,.68,.32,.01,.477,.525,47,8561,.55,19.10,6.60,4236,1376,3925,3493,2567,2,.32,6060,7850
2,26,95335,18479,113814,1,1,453646,"$22,719 ","$34,916 ",305.90,1482.99,.72,.19,.10,.480,.524,145,61423,.14,14.90,5.30,116546,43638,144610,96063,52789,1,.28,148852,289220
2,27,4193,1399,5592,1,1,31734,"$14,523 ","$24,269 ",652.40,48.64,.78,.21,.01,.481,.520,40,6395,.21,22.30,7.80,9484,2688,8559,6813,4190,2,.22,11003,17118
2,28,15421,9115,24536,1,1,181414,"$22,135 ","$31,681 ",269.90,672.15,.73,.24,.03,.484,.518,73,29923,.18,15.80,4.50,50887,21098,59085,33854,16490,1,.27,50344,118170
2,29,10829,2788,13617,1,1,87464,"$17,684 ","$29,478 ",1084.80,80.63,.82,.14,.05,.489,.513,48,8454,.10,18.40,4.30,25124,10087,25810,17422,9021,2,.18,26443,51620
2,30,2617,1102,3719,1,1,13811,"$15,197 ","$25,221 ",623.90,22.14,.89,.10,.01,.474,.526,51,9978,.73,17.30,6.00,3702,1130,3782,3143,2054,2,.11,5197,7564
2,31,5852,1889,7741,1,1,42067,"$18,052 ","$27,351 ",471.40,89.24,.56,.42,.02,.485,.517,54,18931,.45,22.90,3.30,9660,10767,10074,7010,4556,2,.44,11566,20148
2,32,9720,4852,14572,1,1,82665,"$17,859 ","$34,090 ",648.10,127.55,.92,.06,.02,.495,.505,92,27126,.38,13.50,7.70,25092,7691,26250,16576,7056,1,.08,23632,52500
2,33,1231,344,1575,1,1,13073,"$14,691 ","$18,448 ",624.10,20.95,.37,.62,.01,.480,.523,16,6382,.51,36.90,13.00,4341,1244,3433,2451,1604,2,.63,4055,6866
2,34,4437,1744,6181,1,1,31830,"$15,870 ","$21,423 ",794.30,40.07,.56,.43,.01,.471,.532,67,15206,.48,28.60,11.90,9486,2981,8182,6413,4768,2,.44,11181,16364
2,35,4527,1948,6475,1,1,37260,"$15,419 ","$21,728 ",1256.40,29.66,.57,.41,.02,.476,.528,80,14692,.40,28.00,7.90,10867,5425,9336,7059,4573,2,.43,11632,18672
2,36,84406,20902,105308,1,1,474051,"$22,472 ","$22,285 ",180.60,2624.87,.31,.64,.05,.468,.543,262,117123,.24,33.60,7.80,127441,54326,142290,90253,59741,1,.69,149994,284580
2,37,19473,6520,25993,1,1,146713,"$19,466 ","$27,114 ",611.00,240.12,.65,.33,.02,.471,.531,157,65910,.46,23.00,6.40,42072,17854,41116,28947,16724,1,.35,45671,82232
2,38,3673,2274,5947,1,1,25845,"$18,613 ","$28,734 ",844.60,30.60,.68,.25,.07,.506,.498,25,4664,.18,19.00,5.70,7813,2598,7784,5264,2386,1,.32,7650,15568
2,39,4379,2477,6856,1,1,23113,"$16,727 ","$25,304 ",557.40,41.47,.56,.44,.01,.481,.521,24,4551,.20,23.70,8.90,6759,2113,6469,4751,3021,2,.44,7772,12938
2,40,19792,11222,31014,1,1,126283,"$19,447 ","$25,638 ",1322.70,95.47,.68,.30,.02,.476,.526,194,51997,.40,22.10,6.80,35408,12056,36479,26065,16275,1,.32,42340,72958
2,41,1151,574,1725,1,1,9698,"$15,843 ","$20,079 ",388.60,24.96,.58,.41,.01,.472,.529,23,4797,.51,27.20,13.30,2937,878,2435,1968,1480,2,.42,3448,4870
2,42,3126,952,4078,1,1,20829,"$15,603 ","$19,708 ",558.50,37.29,.61,.38,.01,.470,.533,58,12966,.63,30.90,10.60,6302,1864,5369,4228,3066,2,.39,7294,10738
2,43,1268,790,2058,1,1,23665,"$15,529 ","$23,719 ",865.30,27.35,.74,.19,.08,.492,.517,78,11043,.49,21.30,7.30,6542,1953,5847,5497,3826,2,.26,9323,11694
2,44,16298,14166,30464,1,1,66510,"$18,225 ","$30,180 ",465.20,142.97,.86,.05,.09,.479,.523,31,4638,.07,14.70,6.90,17108,6168,19840,14423,8971,1,.14,23394,39680
2,45,11291,2308,13599,1,1,46930,"$20,698 ","$38,940 ",283.70,165.42,.70,.26,.03,.489,.515,25,7643,.18,12.70,6.80,14226,4065,15611,9281,3747,1,.30,13028,31222
2,46,2019,1105,3124,1,1,9765,"$14,242 ","$21,578 ",408.40,23.91,.45,.54,.00,.478,.524,24,6070,.61,27.20,7.60,2964,979,2613,1962,1247,2,.55,3209,5226
2,47,4321,1357,5678,1,1,20905,"$17,905 ","$28,768 ",246.10,84.95,.47,.52,.01,.477,.525,15,3831,.18,20.20,11.10,6350,2246,6066,4086,2157,1,.53,6243,12132
2,48,6630,2273,8903,1,1,41991,"$17,530 ","$33,611 ",218.90,191.83,.58,.38,.03,.488,.514,16,4829,.12,17.90,9.50,13698,3714,13847,7206,3526,1,.42,10732,27694
2,49,13722,6920,20642,1,1,82804,"$16,426 ","$21,130 ",928.70,89.16,.56,.43,.01,.477,.527,69,14051,.17,30.10,8.30,25386,7713,21907,17331,10467,1,.44,27798,43814
2,50,4499,2583,7082,1,1,46165,"$13,941 ","$24,808 ",739.90,62.39,.63,.35,.02,.486,.517,18,3541,.08,21.50,6.70,14409,4700,13488,8923,4645,1,.37,13568,26976
2,51,6800,2357,9157,1,1,57068,"$16,630 ","$26,230 ",612.90,93.11,.61,.34,.05,.490,.513,59,12445,.21,23.90,7.80,17697,5566,16568,11409,5828,2,.39,17237,33136
2,52,37412,7630,45042,1,1,178621,"$22,966 ","$41,277 ",854.40,209.06,.85,.12,.04,.493,.509,118,31847,.22,11.60,4.90,51812,13255,58503,37903,17148,1,.15,55051,117006
2,53,16472,6501,22973,1,1,93873,"$15,925 ","$23,384 ",790.30,118.78,.68,.31,.02,.479,.522,121,32990,.38,26.50,9.40,27965,10993,26734,18372,9809,2,.32,28181,53468
2,54,1131,380,1511,1,1,6829,"$16,996 ","$17,001 ",602.50,11.33,.44,.55,.00,.461,.543,21,3649,.51,39.00,9.30,2178,548,1744,1273,1086,2,.56,2359,3488
2,55,13254,3509,16763,1,1,101829,"$17,361 ","$28,402 ",1255.10,81.13,.75,.18,.07,.489,.514,51,14945,.15,20.10,4.80,31548,10061,30696,20100,9424,1,.25,29524,61392
2,56,2939,1403,4342,1,1,21593,"$18,109 ","$24,857 ",877.70,24.60,.70,.30,.01,.480,.522,77,13535,.65,20.00,6.80,5884,1868,5714,4928,3199,2,.30,8127,11428
2,57,5566,2290,7856,1,1,51082,"$16,461 ","$24,855 ",1173.90,43.51,.82,.15,.03,.485,.516,39,4694,.09,21.00,5.70,15144,4440,14118,10472,6908,2,.18,17380,28236
2,58,4325,2035,6360,1,1,54089,"$14,526 ","$24,187 ",1328.50,40.71,.69,.22,.10,.576,.435,79,19683,.32,18.30,7.10,14163,12899,16550,6592,3885,2,.31,10477,33100
2,59,7898,3218,11116,1,1,43088,"$16,177 ","$21,477 ",669.60,64.35,.66,.33,.01,.483,.518,78,20470,.47,28.50,8.50,11959,3666,11885,9342,6236,2,.34,15578,23770
2,60,4350,1989,6339,1,1,42477,"$16,553 ","$24,167 ",595.90,71.28,.66,.34,.01,.473,.528,78,21451,.51,20.70,10.00,11212,3573,11180,9688,6824,1,.34,16512,22360
2,61,4975,2334,7309,1,1,20480,"$19,621 ","$30,819 ",191.20,107.11,.60,.38,.01,.484,.518,9,3287,.17,17.60,6.60,5880,2119,6342,4159,1980,1,.40,6139,12684
2,62,1726,626,2352,1,1,12198,"$13,611 ","$19,605 ",359.40,33.94,.81,.18,.01,.479,.522,37,7355,.61,26.40,15.10,3447,994,3094,2772,1891,2,.19,4663,6188
2,63,1109,412,1521,1,1,13174,"$12,438 ","$28,219 ",406.00,32.45,.42,.57,.01,.671,.335,9,3776,.29,25.50,7.60,2638,1172,6115,2305,944,2,.58,3249,12230
2,64,2503,1225,3728,1,1,17878,"$14,005 ","$23,425 ",950.60,18.81,.65,.34,.01,.518,.485,56,9611,.59,24.30,7.00,4557,1895,5099,3708,2619,2,.35,6327,10198
3,1,523,847,1370,0,1,3157,"$13,516 ","$20,722 ",988.00,3.20,1.00,.00,.00,.494,.506,11,1217,.38,13.70,1.40,808,168,871,637,673,2,.00,1310,1742
3,2,1150,3906,5056,0,1,12506,"$15,745 ","$20,419 ",1491.80,8.40,.99,.00,.01,.488,.512,41,5528,.44,17.00,3.20,3021,1296,3249,2302,2638,2,.01,4940,6498
3,3,685,1733,2418,0,1,7191,"$12,633 ","$16,917 ",1388.60,5.20,.62,.00,.38,.504,.496,34,2279,.32,31.70,8.00,2436,590,1764,1282,1119,2,.38,2401,3528
3,4,218,379,597,0,1,1094,"$10,476 ","$22,639 ",1151.50,1.00,1.00,.00,.00,.523,.477,4,43,.04,29.60,4.30,350,66,324,218,136,2,.00,354,648
3,5,1902,2097,3999,0,1,7953,"$15,592 ","$22,294 ",1668.70,4.80,.99,.00,.01,.503,.497,30,4362,.54,12.90,4.10,2018,604,2119,1553,1659,2,.01,3212,4238
3,6,636,1032,1668,0,1,3578,"$15,627 ","$21,478 ",1162.10,3.10,1.00,.00,.00,.490,.510,16,1645,.46,15.60,1.60,981,186,996,749,666,2,.00,1415,1992
3,7,524,853,1377,0,1,2953,"$15,992 ","$19,160 ",1103.60,2.70,.99,.00,.01,.502,.498,20,2013,.67,18.40,2.50,704,127,727,703,692,2,.01,1395,1454
3,8,8623,13635,22258,0,1,60267,"$17,218 ","$28,450 ",1633.20,36.80,.96,.00,.04,.485,.515,63,19015,.32,10.00,3.80,16352,6045,20652,10767,6451,1,.04,17218,41304
3,9,7444,24092,31536,0,1,103215,"$17,620 ","$26,806 ",1765.70,58.30,.97,.00,.03,.498,.502,119,33845,.33,11.80,3.10,25142,16060,35925,15939,10149,1,.03,26088,71850
3,10,708,2076,2784,0,1,6039,"$14,286 ","$21,250 ",1489.10,4.10,.99,.00,.01,.500,.500,31,2287,.38,14.10,4.10,1583,330,1567,1376,1183,2,.01,2559,3134
3,11,574,2055,2629,0,1,6043,"$14,746 ","$20,248 ",1131.10,5.40,.99,.00,.01,.495,.505,25,2951,.48,17.80,2.50,1478,590,1480,1188,1307,2,.01,2495,2960
3,12,307,1159,1466,0,1,2878,"$13,453 ","$21,507 ",1259.40,2.30,.99,.00,.01,.499,.501,19,1370,.47,12.50,1.70,674,113,700,617,774,2,.01,1391,1400
